staff_id,department_id,first_name,last_name,position,hire_date,salary_annual,email
STF540,DEP147,Timur,Tlegenova,Senior Curator,2008-06-13,66865.35,timur.tlegenova.1038@museum.org
STF541,DEP147,Benjamin,Baker,Curator,2021-08-09,107491.57,benjamin.baker.8599@museum.org
STF542,DEP147,Anna,Nazarov,Head of Department,2020-01-18,107948.64,anna.nazarov.8505@museum.org
STF543,DEP148,Nursultan,Jackson,Education Specialist,2019-09-07,94031.94,nursultan.jackson.7896@museum.org
STF544,DEP148,Emily,Mitchell,Assistant Curator,2015-01-17,109745.88,emily.mitchell.895@museum.org
STF545,DEP148,Emma,Lee,Head of Department,2011-01-19,105927.76,emma.lee.2710@museum.org
STF546,DEP148,Sophia,Tlegenova,Exhibition Designer,2000-10-21,56435.01,sophia.tlegenova.4558@museum.org
STF547,DEP149,Isabella,Kim,Registrar,2014-09-11,86115.14,isabella.kim.6608@museum.org
STF548,DEP149,James,Thomas,Security Officer,2009-12-04,101119.82,james.thomas.7342@museum.org
STF549,DEP149,Mia,Tlegenova,Security Officer,2004-03-06,36277.15,mia.tlegenova.8149@museum.org
STF550,DEP149,Olivia,Jackson,Education Specialist,2008-06-30,28404.03,olivia.jackson.8997@museum.org
STF551,DEP149,Emma,Thomas,Archivist,2017-10-08,85566.12,emma.thomas.8329@museum.org
STF552,DEP149,Dmitry,Allen,Director,2020-02-14,68339.75,dmitry.allen.5585@museum.org
STF553,DEP149,Grace,Taylor,Head of Department,2010-05-21,56537.4,grace.taylor.9830@museum.org
STF554,DEP150,Timur,Carter,Deputy Director,2010-04-20,35832.22,timur.carter.3634@museum.org
STF555,DEP150,Emma,Adams,Head of Department,2018-06-04,116621.2,emma.adams.4784@museum.org
